section	opcode_id	opcode	generated_type	source_line	operand_words	widths	classification	semantic_role	owner_task	family	operands	semantic_operands	cache_only_operands	metadata_fields	checkpoints	temporaries	lowering_status
NativeHelpers	203	llint_function_for_construct_arity_check	-	1455	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	204	llint_generic_return_point	-	1456	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	205	llint_throw_from_slow_path_trampoline	-	1457	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	206	llint_throw_during_call_trampoline	-	1458	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	207	llint_native_call_trampoline	-	1459	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	208	llint_native_construct_trampoline	-	1460	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	209	llint_internal_function_call_trampoline	-	1461	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	210	llint_internal_function_construct_trampoline	-	1462	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	211	llint_default_call_trampoline	-	1463	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	212	llint_virtual_call_trampoline	-	1464	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	213	llint_virtual_construct_trampoline	-	1465	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	214	llint_virtual_tail_call_trampoline	-	1466	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	215	llint_polymorphic_normal_call_trampoline	-	1467	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	216	llint_polymorphic_closure_call_trampoline	-	1468	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	217	checkpoint_osr_exit_from_inlined_call_trampoline	-	1469	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	218	checkpoint_osr_exit_trampoline	-	1470	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	219	normal_osr_exit_trampoline	-	1471	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	220	array_sort_comparator_return_trampoline	-	1472	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	221	fuzzer_return_early_from_loop_hint	-	1473	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	222	loop_osr_entry_gate	-	1474	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	223	llint_get_host_call_return_value	-	1475	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	224	llint_handle_uncaught_exception	-	1476	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	225	op_call_return_location	-	1477	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	226	op_call_ignore_result_return_location	-	1478	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	227	op_construct_return_location	-	1479	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	228	op_super_construct_return_location	-	1480	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	229	op_call_varargs_return_location	-	1481	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	230	op_construct_varargs_return_location	-	1482	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	231	op_super_construct_varargs_return_location	-	1483	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	232	op_get_by_id_return_location	-	1484	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	233	op_async_iterator_open_return_location	-	1485	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	234	op_get_by_id_direct_return_location	-	1486	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	235	op_get_length_return_location	-	1487	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	236	op_get_by_val_return_location	-	1488	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	237	op_put_by_id_return_location	-	1489	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	238	op_put_by_val_return_location	-	1490	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	239	op_put_by_val_direct_return_location	-	1491	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	240	op_in_by_id_return_location	-	1492	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	241	op_in_by_val_return_location	-	1493	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	242	op_instanceof_return_location	-	1494	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	243	op_enumerator_get_by_val_return_location	-	1495	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	244	op_enumerator_put_by_val_return_location	-	1496	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	245	op_enumerator_in_by_val_return_location	-	1497	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	246	op_iterator_open_return_location	-	1498	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	247	op_iterator_next_return_location	-	1499	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	248	op_async_iterator_next_return_location	-	1500	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	249	op_call_direct_eval_slow_return_location	-	1501	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	250	js_to_wasm_wrapper_entry	-	1502	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	251	wasm_to_wasm_ipint_wrapper_entry	-	1503	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	252	wasm_to_js_wrapper_entry	-	1504	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	253	ipint_trampoline	-	1505	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	254	ipint_entry	-	1506	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	255	ipint_catch_entry	-	1507	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	256	ipint_catch_all_entry	-	1508	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	257	ipint_table_catch_entry	-	1509	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	258	ipint_table_catch_ref_entry	-	1510	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	259	ipint_table_catch_all_entry	-	1511	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	260	ipint_table_catch_allref_entry	-	1512	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	261	js_trampoline_op_call	-	1514	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	262	js_trampoline_op_call_ignore_result	-	1515	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	263	js_trampoline_op_construct	-	1516	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	264	js_trampoline_op_super_construct	-	1517	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	265	js_trampoline_op_call_varargs	-	1518	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	266	js_trampoline_op_construct_varargs	-	1519	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	267	js_trampoline_op_super_construct_varargs	-	1520	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	268	js_trampoline_op_iterator_next	-	1521	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	269	js_trampoline_op_iterator_open	-	1522	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	270	js_trampoline_op_async_iterator_open	-	1523	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	271	js_trampoline_op_async_iterator_next	-	1524	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	272	js_trampoline_op_call_direct_eval_slow	-	1525	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	273	js_trampoline_llint_function_for_call_arity_check_untag	-	1526	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	274	js_trampoline_llint_function_for_call_arity_check_tag	-	1527	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	275	js_trampoline_llint_function_for_construct_arity_check_untag	-	1528	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	276	js_trampoline_llint_function_for_construct_arity_check_tag	-	1529	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	277	wasm_trampoline_wasm_ipint_call	-	1530	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	278	wasm_trampoline_wasm_ipint_tail_call	-	1531	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	279	wasm_throw_from_slow_path_trampoline	-	1532	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	280	wasm_throw_from_fault_handler_trampoline_reg_instance	-	1533	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
NativeHelpers	281	wasm_ipint_call_return_location	-	1534	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
CLoopReturnHelpers	282	llint_return_to_host	-	1542	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
CLoopReturnHelpers	283	llint_cloop_did_return_from_js_1	-	1543	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
CLoopReturnHelpers	284	llint_cloop_did_return_from_js_2	-	1544	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
CLoopReturnHelpers	285	llint_cloop_did_return_from_js_3	-	1545	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
CLoopReturnHelpers	286	llint_cloop_did_return_from_js_4	-	1546	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
CLoopReturnHelpers	287	llint_cloop_did_return_from_js_5	-	1547	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
CLoopReturnHelpers	288	llint_cloop_did_return_from_js_6	-	1548	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
CLoopReturnHelpers	289	llint_cloop_did_return_from_js_7	-	1549	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
CLoopReturnHelpers	290	llint_cloop_did_return_from_js_8	-	1550	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
CLoopReturnHelpers	291	llint_cloop_did_return_from_js_9	-	1551	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
CLoopReturnHelpers	292	llint_cloop_did_return_from_js_10	-	1552	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
CLoopReturnHelpers	293	llint_cloop_did_return_from_js_11	-	1553	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
CLoopReturnHelpers	294	llint_cloop_did_return_from_js_12	-	1554	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
CLoopReturnHelpers	295	llint_cloop_did_return_from_js_13	-	1555	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
CLoopReturnHelpers	296	llint_cloop_did_return_from_js_14	-	1556	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
CLoopReturnHelpers	297	llint_cloop_did_return_from_js_15	-	1557	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
CLoopReturnHelpers	298	llint_cloop_did_return_from_js_16	-	1558	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
CLoopReturnHelpers	299	llint_cloop_did_return_from_js_17	-	1559	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
CLoopReturnHelpers	300	llint_cloop_did_return_from_js_18	-	1560	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
CLoopReturnHelpers	301	llint_cloop_did_return_from_js_19	-	1561	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
CLoopReturnHelpers	302	llint_cloop_did_return_from_js_20	-	1562	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
CLoopReturnHelpers	303	llint_cloop_did_return_from_js_21	-	1563	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
CLoopReturnHelpers	304	llint_cloop_did_return_from_js_22	-	1564	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
CLoopReturnHelpers	305	llint_cloop_did_return_from_js_23	-	1565	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
CLoopReturnHelpers	306	llint_cloop_did_return_from_js_24	-	1566	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
CLoopReturnHelpers	307	llint_cloop_did_return_from_js_25	-	1567	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
CLoopReturnHelpers	308	llint_cloop_did_return_from_js_26	-	1568	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
CLoopReturnHelpers	309	llint_cloop_did_return_from_js_27	-	1569	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
CLoopReturnHelpers	310	llint_cloop_did_return_from_js_28	-	1570	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
CLoopReturnHelpers	311	llint_cloop_did_return_from_js_29	-	1571	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
CLoopReturnHelpers	312	llint_cloop_did_return_from_js_30	-	1572	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
CLoopReturnHelpers	313	llint_cloop_did_return_from_js_31	-	1573	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
CLoopReturnHelpers	314	llint_cloop_did_return_from_js_32	-	1574	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
CLoopReturnHelpers	315	llint_cloop_did_return_from_js_33	-	1575	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
CLoopReturnHelpers	316	llint_cloop_did_return_from_js_34	-	1576	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
CLoopReturnHelpers	317	llint_cloop_did_return_from_js_35	-	1577	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
CLoopReturnHelpers	318	llint_cloop_did_return_from_js_36	-	1578	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
CLoopReturnHelpers	319	llint_cloop_did_return_from_js_37	-	1579	0	helper-id	cache_only	cache_only	H006	encoding_or_dispatch		0	0				excluded
